municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 08:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 09:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 10:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 11:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 12:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 13:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 14:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 15:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 16:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 17:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 18:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 19:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 20:10:00.0;0,00
PIRAQUARA;411950901A;PR;Vila Mariana;-25,46;-49,147;2024-12-11 21:10:00.0;0,00
